ID;loglike
0;-2.04206359375123
1;-4.65635023900089
2;-4.04821800173554
3;-5.52159830135158
4;-3.61282059174624
5;-5.94462889976952
6;-7.07154017990165
7;-4.16385906594576
8;-3.67788412840492
9;-6.23238821463024
10;-4.09828961524356
11;-5.47720180405103
12;-8.22121420103048
13;-3.87308725240335
14;-7.61981240752686
15;-14.5741143379983
16;-5.09057956834586
17;-7.1192325886622
18;-3.90473162815111
19;-3.88086414563339
20;-4.91067181734712
21;-9.20229747609245
22;-6.03785219714836
23;-6.74225969865811
24;-4.87900380164141
25;-11.0072755405784
26;-4.11261392243051
27;-3.95880572744701
28;-3.58909095839239
29;-7.97583883937054
30;-5.08867372725049
31;-4.71238033885096
32;-7.3892354548833
33;-4.55915418356541
34;-4.70879544855423
35;-7.84329873348383
36;-4.18384192078599
37;-2.42890020230891
38;-4.11361607903983
39;-3.7552388113382
40;-1.16030779497273
41;-7.16253437581168
42;-5.18168303118347
43;-5.97536301689293
44;-6.69974886347333
45;-5.19526349837601
46;-3.05763037637686
47;-3.8106254790382
48;-8.05885921330483
49;-6.77769747251504
50;-6.69631826302867
51;-4.88485158746479
52;-13.6359618012152
53;-1.46814297643094
54;-2.90008209088094
55;-16.1348496791866
56;-5.84439745802577
57;-5.47720180405103
58;-3.82478971401486
59;-11.7710256192408
60;-6.70964876734936
61;-5.26464275939858
62;-5.08247111143678
63;-3.25809290062577
64;-2.77977774377834
65;-3.18262187405324
66;-3.4639065461405
67;-3.4425480828132
68;-8.24788098853498
69;-1.16030779497273
70;-5.28106376820412
71;-7.45894744264658
72;-3.43218019773056
73;-3.50056794516457
74;-1.16030779497273
75;-3.93377206201759
76;-1.84079165069872
77;-3.39043699212926
78;-6.85735634351663
79;-6.28404390975913
80;-1.9665925671787
81;-4.34776233343451
82;-5.65636875032814
83;-2.67539506489968
84;-5.69501879450017
85;-5.53401745533308
86;-4.95329990420382
87;-3.79431471399322
88;-6.90355592314582
89;-5.06391758540451
90;-6.12938010465326
91;-7.18056609335668
92;-4.91744920514166
93;-3.8106254790382
94;-6.42346453171432
95;-1.5637484369038
96;-10.4371984826042
97;-5.05029429868989
98;-4.73453567694381
99;-6.14217421655255
100;-3.06493019465693
101;-5.48051909769259
102;-4.33323965189096
103;-5.7238252380273
104;-5.47023546570793
105;-3.56291288845773
106;-4.58111124839886
107;-8.30713779452623
108;-4.23937231021616
109;-2.44197035780419
110;-3.15028044100295
111;-7.91549944913458
112;-4.92977962458158
113;-6.82072927564761
114;-3.27084180240743
115;-6.77639113866189
116;-3.09677165144794
117;-5.47720180405103
118;-3.84431574655233
119;-2.84254651349404
120;-3.5174732326706
121;-3.59522124219569
122;-3.15028044100295
123;-3.43568990618342
124;-9.31624789671637
125;-7.26568925916735
126;-8.98281352918344
127;-8.05616525120226
128;-3.58717851217546
129;-7.40483663319909
130;-2.77977774377834
131;-3.07105384861454
132;-8.45918495503827
133;-6.49969411705949
134;-10.6624958607697
135;-3.30021850396915
136;-7.70929642920601
137;-4.04821800173554
138;-6.40150602687572
139;-7.70929642920601
140;-3.09677165144794
141;-4.87587415557377
142;-4.84336138406779
143;-4.11822104682645
144;-3.01231122082694
145;-6.50513741267507
146;-2.475648706638
147;-1.94288792722976
148;-9.59622705654213
149;-6.77639113866189
150;-6.93745613957715
151;-6.81719613399963
152;-7.53180925267535
153;-5.72191593433145
154;-5.84439745802577
155;-6.25578915523537
156;-2.04206359375123
157;-3.22860818789113
158;-5.00001829117676
159;-3.62746395387722
160;-6.27072503730684
161;-4.57107906898611
162;-4.58857078371221
163;-6.01414597030414
164;-2.67060681769242
165;-10.3210603118545
166;-2.85559730372104
167;-7.14427074065477
168;-4.87034570479227
169;-4.44596741647098
170;-7.23520377990909
171;-11.6885355135698
172;-2.67060681769242
173;-3.60120762227093
174;-7.13458741305669
175;-4.13497454236713
176;-4.66638073690232
177;-4.29071473939902
178;-5.02475401648487
179;-7.70869182828937
180;-4.15431651429948
181;-5.32663565388566
182;-5.10900871529546
183;-4.71317721361651
184;-5.1383051486905
185;-5.99301878330153
186;-1.09914994578569
187;-6.67110468584914
188;-2.84254651349404
189;-5.63403227653321
190;-5.65161012708437
191;-3.15028044100295
192;-3.59547403154099
193;-6.27862427949447
194;-6.41094294600767
195;-1.9665925671787
196;-6.58856505873256
197;-6.76352637758191
198;-4.29874347934317
199;-3.33447348464721
200;-6.13715452650995
201;-2.84254651349404
202;-3.13591221645754
203;-4.26943458654633
204;-6.89797312796157
205;-3.82478971401486
206;-4.43276409453261
207;-4.76680829005542
208;-7.15658374487288
209;-7.07154017990165
210;-3.01231122082694
211;-4.18746595659644
212;-5.51005124368395
213;-5.28106376820412
214;-3.25844143399594
215;-10.3764106736614
216;-11.0104451069724
217;-4.39715067706712
218;-4.46348699224575
219;-6.69797227080021
220;-1.91276417667905
221;-3.43568990618342
222;-13.6648607622544
223;-5.33162760847317
224;-4.47080955180469
225;-3.88086414563339
226;-3.52781757131666
227;-3.08277304033378
228;-4.27347366191769
229;-3.25844143399594
230;-3.62746395387722
231;-5.05084793810482
232;-4.42238182113415
233;-4.30757575842601
234;-7.63615596834209
235;-7.7860945850557
236;-4.54139434381977
237;-3.85883481426032
238;-1.5637484369038
239;-10.0262379126129
240;-7.83790860292681
241;-3.23485443759292
242;-12.1108505067911
243;-7.91463372662437
244;-6.50836305062495
245;-4.83069973213361
246;-3.4957463797086
247;-7.1653640525185
248;-5.59773657206882
249;-9.78091473863398
250;-2.85559730372104
251;-2.04104682375476
252;-2.58676280041336
253;-6.29473195804536
254;-5.41795099454177
255;-3.59267160042146
256;-3.4425480828132
257;-4.87219135192104
258;-1.84079165069872
259;-6.26116140117127
260;-3.22860818789113
