measure;id;B_C_TIME_RND;B_D_TIME_RND;B_R_TIME_RND;B_UNHLTH_RND;B_HLTH_RND;B_LORG_RND;B_SERV_RND
medians;131;-0.04;-0.04;-0.02;-1.5;0.7;0.48;1.1
