ID;loglike
241;-3.28831406175301
242;-14.1109993935779
243;-7.94015142702384
244;-5.04224655546737
245;-4.96607987491283
246;-3.4936327242119
247;-6.86935062908874
248;-5.2400940002534
249;-11.1907279032076
250;-2.94786312682724
251;-1.79525591046824
252;-3.06794815861851
253;-6.29194544790188
254;-5.43193831923565
255;-1.79525591046824
256;-3.65771474340218
257;-5.23658203177449
258;-2.00507794129895
259;-5.32909141693766
260;-2.98700767467821
