ID;loglike
237;-3.98045096240195
238;-1.53434254496218
239;-10.6233660920898
240;-7.50161225364318
241;-3.35623972564702
242;-12.0074312280964
243;-7.92687453072595
244;-5.71629329837897
245;-4.80605202551745
246;-3.58947114177406
247;-6.94552277480197
248;-5.42357185561296
249;-9.25618443488132
250;-2.60558187644575
251;-2.01395140660661
252;-2.84718178840146
253;-6.07178517183904
254;-5.42220455463763
255;-3.59783914992419
256;-3.38004965281095
257;-4.81808861586225
258;-1.96772664588563
259;-6.56486308344921
260;-3.26486429952476
